Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,Passed
female,group D,bachelor's degree,free/reduced,none,never,yes,0.0,5 - 10,67,88,85,80.0,1
female,group E,high school,standard,none,never,no,4.0,5 - 10,59,68,66,64.33333333333333,1
male,group B,master's degree,standard,none,sometimes,no,3.0,5 - 10,83,74,67,74.66666666666667,1
male,group D,some college,standard,none,sometimes,yes,0.0,5 - 10,65,61,58,61.333333333333336,1
female,group C,bachelor's degree,free/reduced,none,regularly,no,,< 5,65,63,66,64.66666666666667,1
female,group E,some high school,free/reduced,none,regularly,yes,1.0,< 5,63,69,64,65.33333333333333,1
female,group B,high school,standard,completed,regularly,yes,7.0,5 - 10,51,69,60,60.0,1
male,,some high school,standard,none,sometimes,yes,0.0,5 - 10,70,63,61,64.66666666666667,1
female,group D,some high school,standard,none,sometimes,yes,0.0,5 - 10,77,88,88,84.33333333333333,1
male,group B,associate's degree,standard,none,sometimes,yes,4.0,5 - 10,63,51,50,54.666666666666664,1
male,group E,high school,free/reduced,none,never,no,3.0,< 5,72,73,58,67.66666666666667,1
female,,some college,standard,completed,sometimes,yes,2.0,5 - 10,65,67,74,68.66666666666667,1
male,group C,some college,free/reduced,none,sometimes,yes,0.0,5 - 10,72,73,66,70.33333333333333,1
male,group C,master's degree,standard,none,sometimes,yes,1.0,5 - 10,66,62,56,61.333333333333336,1
male,group D,high school,standard,none,sometimes,yes,3.0,< 5,79,65,67,70.33333333333333,1
male,group D,some high school,standard,none,regularly,yes,5.0,> 10,84,81,76,80.33333333333333,1
female,group C,bachelor's degree,free/reduced,none,sometimes,yes,0.0,5 - 10,51,65,58,58.0,1
female,group C,some college,standard,none,sometimes,yes,1.0,< 5,62,64,62,62.666666666666664,1
male,group C,high school,free/reduced,none,sometimes,no,1.0,5 - 10,83,81,72,78.66666666666667,1
female,group A,some high school,free/reduced,,sometimes,no,5.0,5 - 10,41,44,43,42.666666666666664,0
female,group D,,standard,none,regularly,no,4.0,5 - 10,60,72,66,66.0,1
male,group C,some college,standard,completed,regularly,yes,0.0,5 - 10,70,64,66,66.66666666666667,1
female,group C,some high school,free/reduced,none,sometimes,yes,,> 10,39,52,42,44.333333333333336,0
male,group E,some college,free/reduced,none,never,yes,2.0,> 10,67,64,61,64.0,1
male,group D,high school,free/reduced,,regularly,yes,2.0,5 - 10,41,51,48,46.666666666666664,0
male,group B,high school,standard,none,sometimes,yes,3.0,< 5,79,80,78,79.0,1
male,group C,some high school,standard,none,sometimes,yes,1.0,> 10,77,68,58,67.66666666666667,1
male,group E,associate's degree,standard,completed,never,yes,3.0,> 10,87,76,78,80.33333333333333,1
male,group D,some high school,standard,completed,sometimes,no,,,74,74,74,74.0,1
male,group D,associate's degree,standard,completed,sometimes,yes,2.0,< 5,73,72,75,73.33333333333333,1
female,group D,associate's degree,free/reduced,none,sometimes,yes,1.0,> 10,79,87,78,81.33333333333333,1
female,group C,some high school,free/reduced,completed,sometimes,yes,1.0,> 10,65,80,78,74.33333333333333,1
male,group C,associate's degree,free/reduced,completed,never,yes,2.0,5 - 10,74,69,69,70.66666666666667,1
male,group C,some college,standard,completed,regularly,yes,0.0,< 5,46,48,45,46.333333333333336,0
female,group D,master's degree,standard,completed,regularly,yes,,> 10,100,100,100,100.0,1
female,group E,,free/reduced,completed,sometimes,yes,,5 - 10,65,65,68,66.0,1
female,group C,,free/reduced,none,sometimes,yes,,5 - 10,52,59,61,57.333333333333336,1
female,group C,some college,standard,completed,sometimes,yes,,,81,88,88,85.66666666666667,1
female,group B,some high school,standard,,regularly,yes,1.0,5 - 10,52,60,63,58.333333333333336,1
male,group B,high school,standard,completed,sometimes,yes,1.0,< 5,49,40,40,43.0,0
female,group B,high school,standard,none,regularly,no,2.0,> 10,56,63,65,61.333333333333336,1
male,group E,high school,standard,none,sometimes,yes,2.0,,74,71,66,70.33333333333333,1
male,group B,master's degree,free/reduced,completed,regularly,yes,2.0,< 5,84,84,87,85.0,1
male,group C,some high school,standard,none,sometimes,no,3.0,> 10,71,72,69,70.66666666666667,1
male,group C,some high school,free/reduced,none,sometimes,yes,1.0,5 - 10,52,54,50,52.0,1
male,group B,some college,standard,none,sometimes,no,,5 - 10,49,29,36,38.0,0
female,group A,high school,free/reduced,none,sometimes,no,1.0,5 - 10,40,59,50,49.666666666666664,0
male,group E,bachelor's degree,standard,,sometimes,no,1.0,5 - 10,94,79,86,86.33333333333333,1
female,group A,some high school,standard,none,sometimes,yes,1.0,5 - 10,49,57,51,52.333333333333336,1
male,group D,some college,standard,none,sometimes,no,2.0,< 5,65,59,56,60.0,1
female,group A,high school,free/reduced,completed,never,no,1.0,< 5,46,56,56,52.666666666666664,1
female,group A,some high school,standard,none,regularly,yes,1.0,5 - 10,44,49,49,47.333333333333336,0
female,group A,some high school,standard,completed,regularly,no,1.0,5 - 10,41,51,56,49.333333333333336,0
male,group E,some high school,standard,none,regularly,yes,4.0,5 - 10,64,58,52,58.0,1
female,group D,some college,standard,none,sometimes,yes,4.0,< 5,54,56,60,56.666666666666664,1
female,group D,high school,standard,none,sometimes,yes,5.0,5 - 10,60,81,77,72.66666666666667,1
female,group B,associate's degree,standard,completed,never,no,2.0,5 - 10,89,98,97,94.66666666666667,1
male,group C,high school,standard,completed,regularly,no,2.0,5 - 10,87,71,75,77.66666666666667,1
male,group B,some college,standard,none,regularly,yes,2.0,> 10,70,71,70,70.33333333333333,1
female,group E,master's degree,standard,completed,sometimes,yes,1.0,5 - 10,82,95,95,90.66666666666667,1
female,group B,some high school,free/reduced,none,never,no,1.0,,41,58,56,51.666666666666664,1
female,group B,,standard,none,sometimes,yes,2.0,5 - 10,64,77,77,72.66666666666667,1
male,group A,some high school,free/reduced,none,regularly,yes,2.0,> 10,71,74,66,70.33333333333333,1
female,group D,high school,free/reduced,completed,regularly,yes,1.0,> 10,39,57,58,51.333333333333336,1
female,group D,master's degree,free/reduced,completed,regularly,yes,2.0,< 5,69,74,88,77.0,1
male,group E,some high school,standard,none,regularly,yes,,> 10,95,81,80,85.33333333333333,1
female,,some college,free/reduced,completed,never,yes,1.0,< 5,45,56,58,53.0,1
female,group D,associate's degree,free/reduced,none,sometimes,yes,3.0,< 5,36,64,57,52.333333333333336,1
male,,some high school,standard,none,never,no,1.0,> 10,51,45,45,47.0,0
female,group C,some high school,free/reduced,none,regularly,yes,3.0,< 5,48,63,62,57.666666666666664,1
female,group C,associate's degree,standard,none,never,yes,2.0,< 5,55,60,58,57.666666666666664,1
female,group C,some college,free/reduced,completed,sometimes,no,3.0,5 - 10,49,61,60,56.666666666666664,1
male,group D,bachelor's degree,standard,completed,sometimes,yes,3.0,> 10,100,96,99,98.33333333333333,1
female,group E,associate's degree,standard,none,regularly,no,1.0,< 5,97,99,100,98.66666666666667,1
male,,high school,standard,none,sometimes,yes,1.0,> 10,66,55,54,58.333333333333336,1
male,group E,high school,free/reduced,completed,never,yes,3.0,< 5,84,76,76,78.66666666666667,1
male,,,standard,none,regularly,no,3.0,> 10,59,52,57,56.0,1
female,group C,high school,standard,none,never,yes,1.0,5 - 10,36,52,46,44.666666666666664,0
male,group D,,free/reduced,none,regularly,yes,0.0,< 5,68,71,66,68.33333333333333,1
male,group D,high school,standard,completed,sometimes,yes,0.0,< 5,57,62,62,60.333333333333336,1
female,,some high school,standard,none,never,no,1.0,5 - 10,60,64,61,61.666666666666664,1
female,,master's degree,standard,none,never,no,2.0,5 - 10,49,59,58,55.333333333333336,1
female,group E,high school,free/reduced,completed,never,yes,3.0,5 - 10,77,84,87,82.66666666666667,1
male,group C,bachelor's degree,standard,none,sometimes,yes,,5 - 10,50,48,41,46.333333333333336,0
male,group B,some high school,free/reduced,completed,never,no,3.0,> 10,50,51,51,50.666666666666664,1
female,group D,bachelor's degree,standard,none,never,,3.0,< 5,73,71,73,72.33333333333333,1
male,group E,some college,standard,none,sometimes,yes,1.0,> 10,72,63,60,65.0,1
female,group D,bachelor's degree,standard,none,sometimes,no,2.0,< 5,73,82,88,81.0,1
male,group C,associate's degree,standard,none,sometimes,no,3.0,5 - 10,69,70,65,68.0,1
male,group B,bachelor's degree,free/reduced,none,regularly,no,4.0,< 5,42,41,38,40.333333333333336,0
female,group D,some high school,standard,,never,yes,1.0,5 - 10,57,60,56,57.666666666666664,1
male,group D,some college,standard,none,never,yes,0.0,> 10,70,60,55,61.666666666666664,1
male,group E,some high school,standard,completed,regularly,no,6.0,,87,89,86,87.33333333333333,1
female,group D,master's degree,free/reduced,none,regularly,,4.0,< 5,39,48,51,46.0,0
male,,high school,free/reduced,,sometimes,yes,3.0,< 5,68,55,54,59.0,1
female,group C,associate's degree,standard,none,sometimes,no,1.0,5 - 10,77,83,82,80.66666666666667,1
male,group E,some college,standard,,sometimes,yes,0.0,5 - 10,82,75,69,75.33333333333333,1
female,group D,master's degree,standard,none,regularly,yes,0.0,> 10,70,65,74,69.66666666666667,1
female,group D,high school,standard,none,never,yes,3.0,5 - 10,76,91,85,84.0,1
female,group C,bachelor's degree,standard,none,regularly,yes,1.0,5 - 10,72,80,80,77.33333333333333,1
female,group D,bachelor's degree,free/reduced,none,regularly,yes,1.0,> 10,50,66,64,60.0,1
male,group E,high school,standard,none,regularly,yes,3.0,> 10,92,74,75,80.33333333333333,1
male,group D,some college,standard,,sometimes,yes,2.0,< 5,79,70,69,72.66666666666667,1
male,group C,,standard,completed,regularly,yes,2.0,5 - 10,86,84,86,85.33333333333333,1
female,group A,master's degree,standard,none,sometimes,yes,1.0,5 - 10,58,71,72,67.0,1
male,group E,high school,standard,completed,regularly,yes,3.0,< 5,99,92,89,93.33333333333333,1
male,group D,,standard,completed,sometimes,yes,6.0,> 10,85,90,90,88.33333333333333,1
female,,master's degree,free/reduced,completed,sometimes,yes,0.0,5 - 10,53,72,83,69.33333333333333,1
male,group C,high school,free/reduced,none,sometimes,no,3.0,< 5,53,62,54,56.333333333333336,1
male,group B,,free/reduced,completed,sometimes,no,5.0,> 10,76,60,66,67.33333333333333,1
male,group C,some college,free/reduced,none,sometimes,yes,2.0,5 - 10,51,47,46,48.0,0
male,group E,high school,free/reduced,,regularly,yes,3.0,5 - 10,79,62,65,68.66666666666667,1
male,group B,high school,standard,none,sometimes,no,5.0,> 10,82,81,73,78.66666666666667,1
female,group C,high school,standard,none,sometimes,yes,3.0,< 5,49,58,53,53.333333333333336,1
male,group A,master's degree,free/reduced,none,regularly,yes,3.0,< 5,59,59,56,58.0,1
female,group B,associate's degree,standard,none,regularly,yes,3.0,5 - 10,48,51,50,49.666666666666664,0
female,group C,high school,standard,none,sometimes,yes,2.0,5 - 10,80,87,88,85.0,1
male,group D,associate's degree,free/reduced,none,sometimes,yes,1.0,5 - 10,48,59,51,52.666666666666664,1
male,group A,some high school,free/reduced,none,regularly,yes,4.0,> 10,55,71,57,61.0,1
male,group B,some college,free/reduced,completed,sometimes,yes,1.0,5 - 10,69,66,67,67.33333333333333,1
male,group E,,free/reduced,none,,no,2.0,< 5,90,82,77,83.0,1
female,group A,some high school,standard,completed,regularly,yes,3.0,> 10,60,74,79,71.0,1
male,group A,some college,free/reduced,none,sometimes,yes,0.0,5 - 10,62,63,55,60.0,1
female,group E,some college,standard,completed,regularly,no,4.0,5 - 10,70,79,80,76.33333333333333,1
female,group E,,free/reduced,completed,sometimes,yes,4.0,< 5,64,75,74,71.0,1
male,group D,some high school,standard,none,regularly,yes,3.0,< 5,75,72,71,72.66666666666667,1
female,,high school,standard,none,regularly,yes,2.0,< 5,59,76,69,68.0,1
male,group C,high school,free/reduced,none,sometimes,yes,2.0,> 10,62,63,58,61.0,1
male,group D,bachelor's degree,standard,none,regularly,yes,5.0,> 10,75,69,64,69.33333333333333,1
female,group B,,standard,none,regularly,yes,1.0,5 - 10,89,100,97,95.33333333333333,1
male,group D,high school,standard,completed,sometimes,yes,0.0,5 - 10,75,72,72,73.0,1
male,group E,,free/reduced,none,sometimes,yes,1.0,5 - 10,82,80,68,76.66666666666667,1
male,group D,bachelor's degree,free/reduced,completed,sometimes,no,1.0,5 - 10,52,59,59,56.666666666666664,1
female,group C,bachelor's degree,standard,none,never,no,1.0,> 10,38,42,39,39.666666666666664,0
male,group B,bachelor's degree,standard,none,regularly,yes,3.0,< 5,51,57,50,52.666666666666664,1
male,group D,some high school,standard,completed,sometimes,yes,1.0,> 10,95,89,88,90.66666666666667,1
female,group D,bachelor's degree,standard,none,never,yes,2.0,5 - 10,40,49,51,46.666666666666664,0
male,group D,some college,standard,none,regularly,yes,2.0,5 - 10,74,69,70,71.0,1
male,group C,bachelor's degree,standard,completed,sometimes,yes,2.0,< 5,49,50,49,49.333333333333336,0
male,group C,high school,standard,none,never,yes,2.0,< 5,64,76,64,68.0,1
female,group D,some college,standard,completed,regularly,no,3.0,> 10,84,90,100,91.33333333333333,1
male,group B,some college,free/reduced,none,sometimes,yes,1.0,5 - 10,77,81,76,78.0,1
female,group E,some college,standard,none,sometimes,yes,1.0,5 - 10,66,69,66,67.0,1
female,group C,some college,free/reduced,none,sometimes,no,5.0,5 - 10,47,57,61,55.0,1
female,group A,some college,standard,completed,sometimes,no,1.0,< 5,56,76,72,68.0,1
female,,some college,standard,completed,sometimes,yes,3.0,5 - 10,65,71,81,72.33333333333333,1
female,group E,high school,standard,completed,sometimes,no,2.0,5 - 10,74,76,83,77.66666666666667,1
male,group A,associate's degree,standard,none,sometimes,yes,5.0,5 - 10,50,44,39,44.333333333333336,0
male,group E,some high school,standard,completed,,yes,,5 - 10,80,72,72,74.66666666666667,1
female,group D,,standard,none,sometimes,yes,2.0,5 - 10,64,63,66,64.33333333333333,1
female,group A,master's degree,free/reduced,completed,sometimes,yes,2.0,> 10,81,100,100,93.66666666666667,1
female,group C,some college,standard,completed,regularly,yes,1.0,< 5,51,62,69,60.666666666666664,1
male,group E,master's degree,standard,none,sometimes,yes,1.0,< 5,74,73,72,73.0,1
female,group B,bachelor's degree,standard,none,regularly,yes,2.0,,64,64,67,65.0,1
female,group C,some high school,free/reduced,none,regularly,yes,0.0,5 - 10,53,73,67,64.33333333333333,1
female,group D,some college,standard,none,,yes,0.0,< 5,77,76,75,76.0,1
male,group D,high school,standard,none,regularly,no,3.0,5 - 10,60,63,56,59.666666666666664,1
female,group E,some college,standard,none,sometimes,,3.0,5 - 10,74,72,77,74.33333333333333,1
female,group B,associate's degree,standard,none,sometimes,no,1.0,< 5,60,70,67,65.66666666666667,1
female,group E,some high school,free/reduced,none,sometimes,yes,1.0,< 5,60,77,74,70.33333333333333,1
male,group B,some high school,free/reduced,completed,sometimes,no,4.0,5 - 10,68,75,68,70.33333333333333,1
male,group D,some college,standard,none,regularly,yes,0.0,5 - 10,78,64,67,69.66666666666667,1
female,group B,some high school,standard,,regularly,no,4.0,> 10,92,92,89,91.0,1
male,group D,associate's degree,standard,none,regularly,no,1.0,5 - 10,80,80,73,77.66666666666667,1
male,group D,some high school,free/reduced,,regularly,yes,1.0,5 - 10,72,59,57,62.666666666666664,1
female,group D,master's degree,standard,none,regularly,no,1.0,5 - 10,82,83,90,85.0,1
female,group E,some college,free/reduced,none,sometimes,no,2.0,5 - 10,54,59,62,58.333333333333336,1
female,group C,associate's degree,standard,none,regularly,yes,4.0,> 10,92,94,100,95.33333333333333,1
male,group E,bachelor's degree,free/reduced,none,sometimes,no,2.0,5 - 10,61,58,52,57.0,1
female,group C,some college,free/reduced,completed,regularly,no,3.0,5 - 10,61,68,71,66.66666666666667,1
female,group B,some college,standard,completed,regularly,yes,2.0,< 5,57,68,72,65.66666666666667,1
male,group C,some high school,free/reduced,completed,never,yes,2.0,5 - 10,66,65,59,63.333333333333336,1
female,group D,some high school,free/reduced,none,regularly,yes,1.0,< 5,48,57,60,55.0,1
male,group B,high school,standard,none,sometimes,yes,,5 - 10,64,57,51,57.333333333333336,1
female,group A,some high school,standard,none,sometimes,yes,2.0,< 5,61,67,62,63.333333333333336,1
female,group B,associate's degree,standard,completed,regularly,yes,1.0,< 5,77,89,96,87.33333333333333,1
female,group D,associate's degree,standard,completed,,yes,1.0,5 - 10,67,84,90,80.33333333333333,1
female,group E,,standard,none,sometimes,yes,1.0,5 - 10,86,75,77,79.33333333333333,1
female,group B,some college,free/reduced,none,sometimes,yes,4.0,< 5,57,71,69,65.66666666666667,1
female,group B,,standard,none,sometimes,no,3.0,< 5,73,73,78,74.66666666666667,1
male,group B,some college,standard,none,sometimes,yes,2.0,5 - 10,58,50,46,51.333333333333336,1
male,group A,master's degree,standard,none,sometimes,yes,4.0,5 - 10,89,95,89,91.0,1
female,group C,some high school,free/reduced,completed,sometimes,yes,5.0,< 5,65,87,76,76.0,1
female,group B,high school,standard,completed,sometimes,yes,1.0,5 - 10,77,83,88,82.66666666666667,1
male,group E,some college,standard,completed,sometimes,yes,7.0,> 10,89,84,87,86.66666666666667,1
